currentTimeMillis,nanoTime,timestamp,x,y,z
1423050132167,36749434691860,36749434198000,-1.0215261,3.8273177,7.9679036,
1423050132181,36749447996860,36749447243000,-0.95342433,3.5549107,7.9270425,
1423050132196,36749463433527,36749460351000,-1.1441092,3.7047346,8.185829,
1423050132210,36749477915194,36749473768000,-0.87170225,3.7455957,8.036005,
1423050132226,36749493008527,36749486901000,-0.61291564,3.6774938,8.308413,
1423050132235,36749502091861,36749500131000,-0.3405087,3.7864566,8.076866,
1423050132246,36749513898527,36749513261000,-0.06810174,3.8273177,8.267551,
1423050132260,36749527540194,36749526568000,-0.21792556,3.8954194,8.417375,
1423050132277,36749544465194,36749539866000,-0.10896278,3.8681788,8.417375,
1423050132292,36749558961860,36749552991000,-0.29964766,3.8681788,8.267551,
1423050132300,36749567425194,36749566128000,-0.44947147,3.8273177,8.22669,
1423050132312,36749579795193,36749579188000,-0.6401563,3.7864566,8.308413,
1423050132326,36749593233527,36749592531000,-0.7218784,3.7047346,8.158588,
1423050132342,36749609700193,36749605775000,-0.7627395,3.7455957,8.417375,
1423050132359,36749626248527,36749618920000,-0.6810174,3.6774938,8.60806,
1423050132365,36749632668527,36749632006000,-0.5720546,3.6774938,8.60806,
1423050132378,36749645758527,36749645138000,-0.5720546,3.6774938,9.030291,
1423050132392,36749659736860,36749658388000,-0.53119355,3.636633,8.730643,
1423050132409,36749676440194,36749671685000,-0.44947147,3.6774938,8.989429,
1423050132424,36749691671861,36749684796000,-0.4903325,3.7047346,8.580819,
1423050132431,36749698513527,36749697865000,-0.53119355,3.7455957,8.689782,
1423050132444,36749711850194,36749710973000,-0.53119355,3.8273177,8.648921,
1423050132459,36749726293527,36749724236000,-0.40861043,3.6774938,8.689782,
1423050132476,36749743190194,36749737446000,-0.44947147,3.6774938,8.880466,
1423050132490,36749757545194,36749750661000,-0.38136974,3.6774938,8.730643,
1423050132497,36749764375194,36749763698000,-0.44947147,3.7455957,8.60806,
1423050132510,36749777533527,36749776926000,-0.4903325,3.7047346,8.580819,
1423050132525,36749792020194,36749790266000,-0.6810174,3.6774938,8.689782,
1423050132541,36749807973527,36749803435000,-0.6401563,3.6774938,8.499097,
1423050132551,36749818098527,36749816501000,-0.5720546,3.5549107,8.417375,
1423050132563,36749830331861,36749829546000,-0.6401563,3.636633,8.499097,
1423050132576,36749843420194,36749842793000,-0.53119355,3.636633,8.689782,
1423050132590,36749857780194,36749856103000,-0.6810174,3.6774938,8.3765135,
1423050132607,36749874780194,36749869273000,-0.6401563,3.636633,8.458236,
1423050132622,36749889775193,36749882428000,-0.6810174,3.5957718,8.417375,
1423050132629,36749896153527,36749895518000,-0.8036005,3.5549107,8.3765135,
