currentTimeMillis,nanoTime,timestamp,x,y,z
1423049917263,36534530445215,36534521570000,-0.8036005,2.6014864,8.989429,
1423049917271,36534538188548,36534534666000,-0.6810174,2.2473574,8.458236,
1423049917285,36534552770215,36534547901000,-0.87170225,2.1383946,9.030291,
1423049917301,36534568755214,36534561006000,-0.7627395,2.2201166,8.880466,
1423049917307,36534574673548,36534574051000,-0.53119355,2.3699405,9.152874,
1423049917320,36534587851881,36534587178000,-0.38136974,2.3290794,9.030291,
1423049917335,36534602601881,36534600456000,-0.61291564,2.3290794,9.030291,
1423049917351,36534618035214,36534613635000,-0.40861043,2.2473574,8.880466,
1423049917367,36534634340215,36534626741000,-0.6401563,2.2882185,8.880466,
1423049917374,36534641408548,36534639811000,-0.6401563,2.3290794,8.60806,
1423049917386,36534653605215,36534652933000,-0.7627395,2.1792557,8.60806,
1423049917401,36534668303548,36534666293000,-0.4903325,2.2201166,8.499097,
1423049917417,36534684371881,36534679521000,-0.7218784,2.3699405,8.771504,
1423049917432,36534699245214,36534692968000,-0.61291564,2.3290794,8.60806,
1423049917439,36534706626881,36534706010000,-0.6401563,2.2473574,8.962189,
1423049917452,36534719696881,36534719056000,-0.6810174,2.2201166,9.261836,
1423049917466,36534733631881,36534732453000,-0.6810174,2.1383946,9.112013,
1423049917482,36534749325214,36534745738000,-0.7627395,2.0566726,9.030291,
1423049917498,36534764973548,36534758833000,-0.8036005,2.2473574,8.771504,
1423049917505,36534772621881,36534771946000,-0.6810174,2.2201166,8.962189,
1423049917518,36534785600215,36534785003000,-0.8036005,2.1792557,9.030291,
1423049917532,36534799940214,36534798260000,-0.61291564,2.2201166,8.989429,
1423049917548,36534815333548,36534811501000,-0.5720546,2.3290794,9.575105,
1423049917564,36534831810215,36534824660000,-0.40861043,2.2473574,9.220976,
1423049917571,36534838306881,36534837688000,-0.61291564,2.2201166,8.989429,
1423049917584,36534851455215,36534850758000,-0.6401563,2.0975335,9.343558,
1423049917598,36534865165215,36534864023000,-0.44947147,2.2201166,9.261836,
1423049917614,36534881636882,36534877240000,-0.38136974,2.2201166,8.880466,
1423049917625,36534891998548,36534890415000,-0.29964766,2.3290794,8.989429,
1423049917637,36534904083548,36534903428000,-0.3405087,2.3290794,9.071152,
1423049917650,36534917403548,36534916510000,-0.21792556,2.5197644,9.071152,
1423049917665,36534932231881,36534929871000,-0.38136974,2.6423476,9.261836,
1423049917680,36534947735214,36534943096000,-0.53119355,2.4108016,8.921328,
1423049917691,36534958036881,36534956171000,-0.7218784,1.9477097,8.158588,
1423049917702,36534969836881,36534969228000,-0.6810174,2.0975335,8.3765135,
1423049917716,36534982953548,36534982325000,-0.4903325,2.2473574,8.499097,
1423049917730,36534997371881,36534995708000,-0.40861043,2.4516625,8.880466,
1423049917746,36535013550215,36535008911000,-0.4903325,2.3699405,8.730643,
1423049917756,36535023605215,36535022046000,-0.40861043,2.3699405,9.152874,
