currentTimeMillis,nanoTime,timestamp,x,y,z
1424616238169,245193288971990,245193155711000,3.7047346,0.7218784,7.4639506,
1424616238182,245193302186990,245193169296000,3.4731886,0.61291564,6.66035,
1424616238185,245193305686990,245193183400000,3.3233647,0.40861043,7.000859,
1424616238188,245193308265323,245193197563000,3.091819,0.3405087,7.2324047,
1424616238192,245193312296990,245193211218000,2.7921712,0.6401563,7.572913,
1424616238193,245193312988657,245193225490000,2.7921712,0.8308412,7.6546354,
1424616238194,245193314741990,245193239511000,3.173541,0.95342433,8.349273,
1424616238196,245193316310323,245193253880000,3.8273177,0.5720546,8.880466,
1424616238200,245193320205324,245193267776000,4.0180025,0.25878662,8.921328,
1424616238201,245193321053657,245193280798000,3.8954194,0.10896278,8.580819,
1424616238202,245193321865324,245193293848000,3.7864566,-0.19068487,8.60806,
1424616238202,245193322116990,245193307073000,3.5140498,-0.29964766,8.417375,
1424616238209,245193329321990,245193320410000,3.5549107,-0.61291564,8.798744,
1424616238214,245193334051990,245193333496000,3.255263,-0.61291564,8.580819,
1424616238229,245193349583656,245193346603000,3.4731886,-0.61291564,8.60806,
1424616238250,245193369971990,245193359615000,3.445948,-0.6401563,8.880466,
1424616238257,245193377461990,245193374326000,3.6774938,-0.29964766,8.962189,
1424616238268,245193388585323,245193387591000,3.6774938,-0.21792556,8.771504,
1424616238283,245193403725323,245193401163000,3.8273177,-0.10896278,8.921328,
1424616238300,245193419875323,245193414421000,3.8954194,0.0,8.771504,
1424616238316,245193436011990,245193427536000,3.7864566,0.0,8.962189,
1424616238321,245193441745324,245193440626000,3.5957718,0.027240695,8.458236,
1424616238335,245193455603657,245193454013000,3.3642259,0.14982383,8.417375,
1424616238352,245193471938657,245193467213000,3.3233647,0.14982383,8.349273,
1424616238368,245193488688657,245193480451000,3.445948,0.10896278,8.60806,
1424616238374,245193494306990,245193493616000,3.5549107,0.21792556,8.458236,
1424616238388,245193507970323,245193506856000,3.636633,0.25878662,8.648921,
1424616238400,245193520541990,245193519880000,3.7455957,0.21792556,8.308413,
1424616238414,245193534631990,245193533015000,3.636633,0.14982383,8.580819,
1424616238431,245193551341990,245193546268000,3.8273177,0.10896278,8.458236,
1424616238447,245193567691990,245193559346000,3.7455957,0.10896278,8.417375,
1424616238454,245193574491990,245193572790000,3.6774938,0.29964766,7.8861814,
