currentTimeMillis,nanoTime,timestamp,x,y,z
1424633595404,258097474920724,258097472092000,0.8036005,1.293933,9.602345,
1424633595422,258097493207391,258097485285000,0.40861043,0.95342433,9.071152,
1424633595428,258097499540724,258097498684000,0.027240695,0.7627395,9.071152,
1424633595442,258097513325724,258097512185000,0.027240695,1.1441092,9.152874,
1424633595460,258097530827391,258097525722000,0.10896278,1.1441092,8.989429,
1424633595479,258097549609057,258097539302000,0.10896278,0.8036005,8.771504,
1424633595483,258097553727391,258097552970000,0.14982383,0.6810174,8.648921,
1424633595496,258097567537391,258097566552000,0.29964766,0.7627395,9.220976,
1424633595517,258097588059057,258097579844000,0.6401563,1.0215261,9.261836,
1424633595524,258097594815724,258097593840000,0.61291564,0.9942854,8.989429,
1424633595537,258097608384057,258097607379000,0.53119355,0.9125633,9.030291,
1424633595550,258097621577391,258097620820000,0.44947147,0.7627395,8.499097,
1424633595564,258097635134057,258097634187000,0.40861043,0.9942854,8.539958,
1424633595577,258097648435724,258097647509000,0.25878662,0.8036005,8.962189,
1424633595593,258097664294058,258097660870000,0.027240695,0.87170225,8.921328,
1424633595604,258097674987391,258097674144000,-0.027240695,0.6810174,8.880466,
1424633595618,258097688824057,258097687774000,0.027240695,0.53119355,8.880466,
1424633595630,258097701520724,258097700835000,0.19068487,0.40861043,8.880466,
1424633595644,258097714950724,258097714214000,0.19068487,0.5720546,8.880466,
1424633595658,258097728869057,258097728140000,0.40861043,0.6810174,9.261836,
1424633595673,258097743842391,258097742335000,0.14982383,1.1032481,8.839605,
1424633595693,258097764275724,258097755717000,0.027240695,1.4437568,8.417375,
1424633595699,258097769834057,258097768955000,-0.14982383,1.334794,8.22669,
1424633595713,258097783709058,258097782724000,-0.21792556,1.3756552,8.185829,
1424633595732,258097803487391,258097795925000,-0.25878662,0.9942854,7.84532,
1424633595739,258097810515725,258097809284000,-0.40861043,0.95342433,7.6954966,
1424633595761,258097831924058,258097822632000,-0.3405087,0.9942854,8.036005,
1424633595773,258097843920724,258097836000000,-0.61291564,1.253072,7.995144,
1424633595780,258097850897391,258097849452000,-0.8308412,1.607201,7.572913,
1424633595793,258097863714058,258097862852000,0.027240695,1.56634,7.572913,
1424633595806,258097877015724,258097876275000,-0.5720546,1.1441092,7.7363577,
1424633595823,258097894439058,258097889557000,-1.7570249,2.0294318,7.000859,
1424633595833,258097903962391,258097903009000,-1.0623871,2.6423476,9.152874,
1424633595846,258097917214057,258097916402000,-1.6344417,2.982856,8.267551,
1424633595861,258097931660724,258097929904000,-0.7627395,3.405087,9.874752,
1424633595873,258097944489058,258097943644000,-2.669588,4.971427,10.378705,
1424633595892,258097963149058,258097957082000,-2.6014864,4.0588636,9.41166,
1424633595908,258097979439057,258097970637000,-1.293933,2.6014864,8.60806,
1424633595914,258097985542391,258097984299000,-0.7218784,1.525479,8.648921,
1424633595928,258097998677390,258097997940000,-0.14982383,1.484618,8.921328,
1424633595947,258098018097390,258098011289000,0.5720546,1.7570249,9.343558,
1424633595954,258098025245723,258098024345000,-0.14982383,2.6423476,9.956474,
1424633595978,258098049169056,258098037990000,-0.027240695,2.669588,10.337844,
1424633595990,258098061504057,258098051605000,0.53119355,2.2473574,9.833891,
1424633595995,258098066447390,258098065312000,0.44947147,2.1383946,8.989429,
1424633596010,258098080929056,258098078860000,-0.9125633,1.8659877,8.158588,
1424633596030,258098101337390,258098092749000,-1.8387469,1.9068487,7.5456724,
1424633596036,258098107082390,258098106295000,-1.607201,2.1383946,7.082581,
1424633596056,258098126859057,258098120287000,-1.1849703,2.3290794,6.510526,
1424633596071,258098141762390,258098133497000,-1.0623871,2.3699405,5.8976107,
1424633596076,258098147470723,258098146694000,-0.8308412,2.2473574,5.8976107,
1424633596090,258098161434057,258098160449000,-0.40861043,1.7978859,5.965712,
1424633596106,258098177439057,258098173865000,-0.38136974,1.6344417,6.3198414,
1424633596117,258098188180723,258098187202000,-0.4903325,1.9477097,5.9248514,
1424633596131,258098202090724,258098201004000,-0.40861043,2.4516625,5.6660647,
1424633596144,258098214707390,258098214044000,-0.3405087,2.8330324,5.7341666,
1424633596157,258098228179057,258098227504000,-0.40861043,2.9419951,5.7750273,
1424633596172,258098243037390,258098241947000,-0.38136974,3.0645783,5.7750273,
1424633596189,258098260520724,258098255274000,-0.19068487,3.255263,6.469665,
1424633596199,258098269647390,258098268587000,0.14982383,3.5549107,7.1234417,
1424633596213,258098284119057,258098282380000,0.4903325,3.8273177,6.891896,
1424633596226,258098297477390,258098295787000,0.5720546,4.0180025,7.1506824,
1424633596239,258098309794057,258098309057000,0.3405087,4.2086873,7.504812,
1424633596256,258098327257390,258098322384000,0.10896278,4.3585114,7.995144,
1424633596270,258098341297390,258098335710000,0.10896278,5.053149,9.220976,
1424633596279,258098349897390,258098348970000,0.3405087,5.7341666,10.18802,
1424633596293,258098363625724,258098362540000,0.6810174,6.469665,10.446807,
1424633596306,258098376810723,258098375999000,0.87170225,6.537767,9.915613,
1424633596319,258098390337391,258098389335000,0.14982383,6.2789803,8.839605,
1424633596347,258098417694057,258098403030000,-0.8308412,5.6660647,8.076866,
1424633596348,258098419480723,258098416814000,-1.4165162,5.5843425,7.504812,
1424633596366,258098437509057,258098430764000,-1.8387469,5.965712,7.84532,
1424633596374,258098444849057,258098444209000,-1.525479,6.197258,7.6546354,
1424633596388,258098458799057,258098458065000,-1.0215261,6.3198414,7.84532,
1424633596407,258098478420723,258098471867000,-0.87170225,6.469665,7.995144,
1424633596415,258098485945723,258098485272000,-0.9942854,6.578628,7.6546354,
