currentTimeMillis,nanoTime,timestamp,x,y,z
1423841511242,49078141126842,49078130136000,-3.7864566,2.6423476,8.880466,
1423841511251,49078149933508,49078143315000,0.027240695,1.9068487,9.602345,
1423841511264,49078162915175,49078156670000,-0.3405087,1.7570249,9.071152,
1423841511271,49078170513508,49078169733000,-0.06810174,1.6753027,8.730643,
1423841511288,49078186758508,49078182911000,0.14982383,1.6344417,8.308413,
1423841511298,49078197203508,49078195921000,0.21792556,1.525479,8.417375,
1423841511311,49078209921841,49078208971000,0.44947147,1.4437568,8.3765135,
1423841511326,49078225066841,49078222243000,0.6401563,1.525479,8.580819,
1423841511341,49078239658508,49078235616000,0.87170225,1.8659877,8.771504,
1423841511357,49078255846841,49078248908000,0.4903325,1.9885708,8.499097,
1423841511365,49078264588508,49078262070000,0.14982383,2.1792557,8.798744,
1423841511377,49078275780175,49078275121000,-0.10896278,2.2882185,8.880466,
1423841511390,49078288915174,49078288271000,-0.21792556,2.0975335,8.771504,
1423841511405,49078304440175,49078301706000,-0.4903325,2.0975335,8.880466,
1423841511421,49078319986841,49078314950000,-0.61291564,2.0975335,9.112013,
1423841511431,49078330503508,49078328071000,-0.44947147,2.0294318,8.839605,
1423841511443,49078341831842,49078341163000,-0.4903325,2.0294318,8.989429,
1423841511456,49078354876841,49078354291000,-0.21792556,1.9068487,8.798744,
1423841511471,49078369753508,49078367636000,-0.3405087,1.8659877,8.921328,
1423841511488,49078386790175,49078380833000,-0.21792556,1.8659877,9.193735,
1423841511497,49078396190175,49078394008000,-0.21792556,1.7978859,8.989429,
1423841511509,49078407668508,49078407068000,-0.14982383,1.7978859,8.962189,
1423841511522,49078420893508,49078420286000,-0.027240695,1.8387469,9.193735,
1423841511537,49078436188508,49078433523000,-0.14982383,1.8387469,8.962189,
1423841511554,49078453478508,49078446728000,-0.10896278,1.7161638,8.839605,
1423841511563,49078462225175,49078459865000,-0.10896278,1.9477097,8.880466,
1423841511575,49078473890175,49078473056000,-0.21792556,1.7978859,8.730643,
1423841511588,49078486950175,49078486330000,-0.14982383,1.6753027,8.798744,
1423841511603,49078502570175,49078499675000,-0.10896278,1.4437568,8.3765135,
1423841511619,49078517996841,49078512866000,-0.25878662,1.334794,8.730643,
1423841511629,49078528181841,49078525915000,-0.53119355,1.1849703,8.458236,
1423841511641,49078539635174,49078538966000,-0.61291564,1.0215261,8.60806,
1423841511654,49078552883508,49078552223000,-0.95342433,1.525479,8.921328,
1423841511669,49078568016841,49078565540000,0.4903325,2.2201166,8.308413,
1423841511686,49078585136841,49078578723000,1.4437568,2.2473574,10.419566,
1423841511693,49078592571841,49078591875000,1.0215261,2.1383946,10.7192135,
1423841511706,49078605548508,49078604921000,-0.0,1.8387469,9.833891,
1423841511720,49078618831841,49078618236000,-0.87170225,1.4437568,8.798744,
1423841511736,49078635171841,49078631526000,-2.2473574,1.1441092,8.539958,
1423841511752,49078651508508,49078644766000,-3.173541,0.7218784,7.9270425,
1423841511759,49078658513508,49078657850000,-3.445948,0.53119355,7.572913,
1423841511773,49078671748508,49078671120000,-3.405087,0.25878662,7.504812,
1423841511786,49078685468508,49078684388000,-3.091819,0.3405087,8.158588,
1423841511802,49078701406842,49078697718000,-2.4516625,0.6401563,8.648921,
1423841511817,49078716450175,49078711040000,-2.2201166,0.9942854,8.962189,
