currentTimeMillis,nanoTime,timestamp,x,y,z
1422968359882,12345697673196,12345696996000,0.9125633,1.8659877,8.458236,
1422968359898,12345714101530,12345710139000,0.7218784,1.9885708,8.989429,
1422968359908,12345724316530,12345723256000,0.8036005,1.6344417,9.152874,
1422968359921,12345736929863,12345736316000,0.7218784,1.56634,9.112013,
1422968359937,12345752866530,12345749426000,0.8036005,1.7570249,8.921328,
1422968359950,12345765888196,12345762881000,0.8308412,1.7570249,8.267551,
1422968359966,12345781854863,12345776111000,1.1032481,1.7161638,8.22669,
1422968359975,12345791364863,12345789294000,1.1849703,1.607201,8.308413,
1422968359987,12345803029863,12345802386000,1.334794,1.334794,8.60806,
1422968360000,12345816183196,12345815531000,1.253072,1.4165162,8.839605,
1422968360016,12345831819863,12345828868000,1.1032481,1.525479,9.112013,
1422968360032,12345848224863,12345842034000,1.0215261,1.253072,9.193735,
1422968360041,12345857354863,12345855214000,0.9125633,1.4165162,8.689782,
1422968360053,12345869008196,12345868361000,0.8036005,1.4437568,8.880466,
1422968360066,12345882454863,12345881794000,1.0215261,1.2258313,8.648921,
1422968360082,12345897941529,12345895159000,1.0215261,1.2258313,9.112013,
1422968360097,12345913498196,12345908348000,0.87170225,1.293933,8.989429,
1422968360107,12345923471530,12345921541000,0.7627395,1.525479,9.152874,
1422968360119,12345935216530,12345934579000,0.7218784,1.484618,9.343558,
1422968360132,12345948348196,12345947723000,0.7218784,1.3756552,9.302697,
1422968360148,12345963678196,12345961079000,0.7218784,1.525479,9.193735,
1422968360163,12345979276529,12345974243000,0.9125633,1.525479,9.261836,
1422968360173,12345989483196,12345987351000,1.0623871,1.607201,9.302697,
1422968360185,12346001063196,12346000433000,1.0623871,1.56634,9.343558,
1422968360198,12346014193196,12346013554000,0.9942854,1.56634,9.193735,
1422968360217,12346032758196,12346027038000,0.9125633,1.56634,9.343558,
1422968360230,12346046119863,12346040308000,0.9942854,1.56634,9.452521,
1422968360245,12346061318196,12346053521000,1.0215261,1.607201,9.384419,
1422968360251,12346067249863,12346066611000,1.1441092,1.484618,9.41166,
1422968360265,12346081154863,12346079739000,1.253072,1.484618,9.302697,
1422968360279,12346095541530,12346093113000,1.2258313,1.484618,9.220976,
1422968360296,12346111951530,12346106264000,1.2258313,1.4437568,9.302697,
1422968360306,12346122081530,12346119318000,0.9942854,1.484618,8.989429,
1422968360318,12346133659863,12346132971000,0.8036005,1.484618,9.112013,
1422968360331,12346146786529,12346146118000,0.8036005,1.4165162,9.193735,
1422968360346,12346161734863,12346159481000,0.95342433,1.4437568,9.071152,
1422968360362,12346177651529,12346172641000,1.1441092,1.56634,8.839605,
1422968360372,12346187849863,12346185706000,1.1441092,1.4437568,8.962189,
1422968360383,12346199409863,12346198784000,1.1441092,1.56634,9.261836,
1422968360397,12346212574863,12346211913000,1.0623871,1.484618,8.921328,
1422968360412,12346228538196,12346225253000,0.95342433,1.4165162,9.071152,
1422968360428,12346244003196,12346238448000,0.8036005,1.56634,8.839605,
1422968360437,12346252623196,12346251596000,0.6401563,1.607201,8.771504,
1422968360449,12346265261530,12346264611000,0.9125633,1.56634,8.839605,
1422968360463,12346279316529,12346278676000,0.9942854,1.6344417,8.798744,
1422968360478,12346293853196,12346292026000,1.2258313,1.525479,9.220976,
1422968360495,12346311123196,12346305228000,1.334794,1.56634,8.921328,
1422968360503,12346319289863,12346318309000,1.1849703,1.6344417,8.730643,
1422968360517,12346333524863,12346332134000,1.0215261,1.56634,8.962189,
1422968360531,12346347269863,12346345471000,1.0623871,1.56634,8.962189,
1422968360546,12346362299863,12346358706000,1.0215261,1.484618,8.60806,
1422968360563,12346378998196,12346371976000,0.9942854,1.484618,8.880466,
1422968360571,12346387354863,12346385033000,1.1441092,1.56634,8.989429,
1422968360583,12346398771529,12346398138000,1.1441092,1.56634,9.030291,
1422968360596,12346412146530,12346411509000,1.2258313,1.484618,9.220976,
1422968360612,12346428091529,12346424843000,1.1849703,1.525479,8.989429,
1422968360627,12346443191530,12346438049000,1.0215261,1.484618,8.839605,
1422968360637,12346452896530,12346451199000,1.0215261,1.3756552,8.962189,
1422968360649,12346465191530,12346464524000,0.8308412,1.4437568,8.921328,
1422968360662,12346478286529,12346477691000,0.9125633,1.4437568,8.962189,
1422968360675,12346491381530,12346490818000,0.95342433,1.484618,8.839605,
1422968360691,12346507193196,12346503999000,1.0215261,1.4437568,8.539958,
1422968360702,12346518318196,12346517019000,1.0215261,1.1441092,8.117727,
1422968360715,12346531299863,12346530374000,0.8036005,0.7218784,7.804459,
1422968360729,12346545214863,12346543556000,0.61291564,0.40861043,7.273266,
1422968360742,12346557896529,12346556884000,0.38136974,-0.21792556,7.1915436,
1422968360765,12346581189863,12346570174000,0.38136974,-0.61291564,6.701211,
1422968360768,12346584146530,12346583313000,0.06810174,-0.027240695,6.428804,
1422968360781,12346597271529,12346596616000,-0.06810174,0.5720546,7.1234417,
1422968360795,12346611293196,12346609766000,-0.9942854,1.7978859,7.3549876,
1422968360813,12346628711529,12346623098000,-1.334794,2.1792557,8.036005,
1422968360830,12346645879863,12346636326000,-0.61291564,1.9885708,8.417375,
1422968360843,12346658688196,12346649713000,0.027240695,1.7978859,8.60806,
1422968360848,12346663549863,12346662884000,0.7627395,1.4165162,9.152874,
1422968360861,12346676706529,12346676096000,1.0215261,0.8308412,10.024576,
1422968360876,12346691674863,12346689464000,1.1441092,0.4903325,10.024576,
1422968360891,12346707328196,12346702646000,1.0215261,0.0,10.024576,
1422968360901,12346717374863,12346715771000,0.9125633,-0.29964766,10.106298,
1422968360913,12346729491529,12346728831000,0.4903325,-0.6401563,9.956474,
1422968360927,12346742616530,12346741976000,0.21792556,-0.9125633,9.956474,
1422968360941,12346756654863,12346755299000,-0.29964766,-0.95342433,9.724928,
1422968360957,12346772973196,12346768511000,-0.7627395,-0.53119355,9.41166,
1422968360972,12346788488196,12346782233000,-1.0215261,-0.10896278,9.302697,
