currentTimeMillis,nanoTime,timestamp,x,y,z
1422968561252,12547068196511,12547062531000,-2.1792557,1.4437568,8.539958,
1422968561264,12547079974844,12547075673000,-2.4516625,1.293933,8.648921,
1422968561282,12547097551511,12547088928000,-2.4108016,1.293933,8.989429,
1422968561287,12547103058178,12547102209000,-2.3699405,1.293933,8.880466,
1422968561306,12547122508178,12547115271000,-2.2473574,1.253072,8.689782,
1422968561314,12547130198178,12547128334000,-2.1383946,1.253072,8.730643,
1422968561326,12547142381512,12547141516000,-2.1792557,1.1032481,8.580819,
1422968561340,12547155811511,12547154861000,-2.1792557,1.293933,8.648921,
1422968561374,12547189903178,12547168093000,-2.0975335,1.3756552,8.771504,
1422968561376,12547191753178,12547181344000,-1.9885708,1.334794,8.648921,
1422968561380,12547196191511,12547194453000,-2.0294318,1.484618,8.689782,
1422968561392,12547208433178,12547207514000,-2.0975335,1.334794,8.458236,
1422968561405,12547221479845,12547220823000,-2.3290794,1.3756552,8.689782,
1422968561424,12547239888178,12547234636000,-2.2473574,1.0215261,8.839605,
1422968561437,12547253514845,12547247804000,-2.2882185,1.1032481,8.798744,
1422968561448,12547264203178,12547261576000,-2.2201166,1.1032481,9.343558,
1422968561459,12547275359845,12547274628000,-2.1383946,1.0215261,8.962189,
1422968561475,12547291488178,12547287948000,-2.1792557,0.87170225,9.261836,
1422968561490,12547306309845,12547301189000,-2.2473574,1.0215261,9.112013,
1422968561507,12547323173178,12547314244000,-2.2201166,1.0623871,8.921328,
1422968561512,12547328044844,12547327359000,-2.1792557,1.0623871,8.989429,
1422968561525,12547341216512,12547340586000,-2.0975335,1.1441092,8.962189,
1422968561540,12547355714845,12547353858000,-2.0566726,1.293933,8.648921,
1422968561555,12547371251512,12547367068000,-2.0294318,1.293933,8.989429,
1422968561571,12547386611511,12547380241000,-2.0566726,1.1032481,9.302697,
1422968561578,12547394006511,12547393331000,-2.1792557,1.2258313,8.962189,
1422968561591,12547407209844,12547406388000,-2.2882185,1.2258313,8.921328,
1422968561606,12547421668178,12547419668000,-2.5197644,1.253072,8.880466,
1422968561621,12547437501511,12547433043000,-2.4789033,1.293933,8.921328,
1422968561637,12547452701512,12547446131000,-2.4516625,1.1849703,8.730643,
1422968561644,12547459989844,12547459244000,-2.2473574,1.0623871,8.580819,
1422968561657,12547472983178,12547472344000,-2.2882185,1.1849703,8.580819,
1422968561670,12547486291511,12547485644000,-2.1792557,1.253072,8.580819,
1422968561687,12547502601512,12547498936000,-2.1383946,1.293933,8.60806,
1422968561703,12547518923178,12547512219000,-1.9885708,1.253072,8.648921,
1422968561710,12547525981511,12547525303000,-1.607201,1.1441092,8.499097,
1422968561723,12547539028178,12547538356000,-1.334794,1.2258313,8.580819,
1422968561736,12547552281512,12547551643000,-1.7161638,1.484618,8.036005,
