currentTimeMillis,nanoTime,timestamp,x,y,z
1422965486028,9471843813471,9471837595000,5.284695,-2.6423476,7.3822284,
1422965486040,9471855733471,9471850820000,5.5162406,-3.091819,7.1915436,
1422965486052,9471867618471,9471864180000,5.09401,-2.901134,7.3822284,
1422965486062,9471877825138,9471877305000,5.09401,-2.6423476,7.3822284,
1422965486075,9471891386805,9471890720000,5.243834,-3.13268,7.504812,
1422965486088,9471904283471,9471903720000,5.09401,-3.405087,7.04172,
1422965486101,9471917293471,9471916736000,4.5491962,-3.0237172,6.006573,
1422965486115,9471930806805,9471929861000,4.2904096,-2.5606253,5.3527966,
1422965486128,9471944180138,9471943473000,4.0588636,-2.5197644,6.238119,
1422965486145,9471960831805,9471956760000,4.2904096,-2.7921712,6.891896,
1422965486160,9471976013471,9471969826000,4.5491962,-2.982856,7.1915436,
1422965486167,9471983536805,9471982941000,4.930566,-2.7513103,6.469665,
1422965486181,9471996685138,9471996098000,5.202973,-2.7513103,6.769313,
1422965486194,9472010150138,9472009406000,5.3936577,-2.7513103,7.1234417,
1422965486212,9472027951804,9472022663000,6.006573,-2.8330324,6.9599977,
1422965486228,9472044540138,9472035698000,6.3198414,-3.0645783,6.891896,
1422965486233,9472049368471,9472048793000,6.578628,-3.0645783,7.1234417,
1422965486246,9472062498471,9472061871000,6.3879433,-2.9419951,7.1915436,
1422965486261,9472076685138,9472075230000,6.197258,-2.7513103,7.3549876,
1422965486278,9472093901804,9472088413000,6.0882955,-2.8602731,7.082581,
1422965486293,9472108741804,9472101605000,6.2789803,-2.9419951,7.1915436,
1422965486299,9472115303471,9472114645000,6.0882955,-3.091819,7.1506824,
1422965486312,9472128505137,9472127900000,6.006573,-3.445948,7.2324047,
1422965486327,9472143331805,9472141348000,6.0882955,-3.6774938,7.1234417,
1422965486343,9472158835137,9472154556000,6.197258,-3.7864566,7.000859,
1422965486359,9472174823471,9472167673000,6.238119,-3.5957718,7.273266,
1422965486365,9472181446805,9472180765000,5.6660647,-3.8681788,6.810174,
1422965486378,9472194470138,9472193871000,4.440233,-4.0588636,7.04172,
1422965486393,9472209300137,9472207215000,4.671779,-4.1269655,7.1506824,
1422965486426,9472242446805,9472220390000,5.3527966,-3.9771416,7.1506824,
1422965486428,9472243836804,9472233575000,5.3936577,-3.9771416,7.572913,
1422965486431,9472247366804,9472246676000,4.862464,-3.9362805,7.3549876,
1422965486445,9472260743471,9472259828000,4.862464,-3.8954194,7.4230895,
1422965486460,9472276401804,9472273283000,4.5900574,-3.9362805,7.9270425,
1422965486477,9472292900138,9472286501000,4.630918,-3.8273177,8.267551,
1422965486492,9472307545138,9472299625000,4.903325,-4.0588636,8.499097,
1422965486497,9472313368471,9472312696000,5.09401,-4.2495484,8.417375,
1422965486511,9472327475138,9472325993000,5.053149,-4.4810944,8.499097,
1422965486528,9472343878471,9472339295000,4.862464,-4.780742,9.112013,
1422965486542,9472358008471,9472352513000,4.630918,-4.780742,8.771504,
1422965486558,9472373568471,9472365613000,4.5900574,-4.739881,8.689782,
1422965486563,9472379336804,9472378676000,4.5900574,-4.5900574,8.580819,
1422965486577,9472392795138,9472392128000,4.4810944,-4.0861044,8.539958,
1422965486591,9472407248471,9472405436000,4.2086873,-3.8273177,8.417375,
1422965486608,9472424405138,9472418630000,3.9362805,-3.6774938,8.308413,
1422965486618,9472433705138,9472432061000,4.0861044,-3.3642259,8.117727,
1422965486630,9472445748471,9472445095000,4.1269655,-3.214402,8.076866,
1422965486643,9472458796804,9472458200000,4.0861044,-2.9419951,7.6954966,
1422965486657,9472473453471,9472471533000,3.5957718,-2.7921712,7.8861814,
1422965486673,9472489263471,9472484721000,3.2825038,-2.5197644,7.995144,
1422965486684,9472499766804,9472497811000,2.8602731,-2.4516625,7.6546354,
1422965486696,9472511815138,9472510978000,3.214402,-1.9885708,7.4639506,
1422965486709,9472524785138,9472524171000,3.3642259,-1.7161638,7.7363577,
1422965486723,9472539281804,9472537521000,4.0180025,-1.2258313,7.6137743,
1422965486739,9472555506804,9472550693000,4.5900574,-0.95342433,7.5456724,
1422965486750,9472565581804,9472563790000,4.903325,-0.40861043,7.5456724,
1422965486761,9472577440138,9472576836000,5.012288,-0.10896278,7.3549876,
1422965486776,9472591630138,9472590465000,5.1621118,0.027240695,7.1234417,
1422965486789,9472605520138,9472603788000,5.3527966,0.06810174,6.9599977,
1422965486807,9472622678471,9472616988000,5.1212506,0.14982383,6.851035,
1422965486816,9472631970138,9472630088000,4.8216033,0.8308412,6.769313,
1422965486828,9472644133471,9472643473000,4.69902,1.3756552,6.510526,
1422965486841,9472657178471,9472656581000,4.862464,2.0566726,6.469665,
1422965486855,9472671478471,9472669963000,5.09401,2.3290794,6.428804,
1422965486872,9472688116804,9472683211000,5.243834,2.6014864,6.3198414,
1422965486881,9472697185138,9472696228000,5.3936577,2.6014864,6.2789803,
1422965486894,9472709931804,9472709288000,5.3936577,2.6423476,6.238119,
1422965486916,9472731701805,9472722870000,5.6660647,2.9419951,6.238119,
1422965486921,9472736616804,9472736056000,5.434519,3.2825038,5.965712,
1422965486936,9472751648471,9472749151000,5.3527966,4.0588636,5.6252036,
1422965486947,9472763495138,9472762193000,5.202973,4.4810944,5.7750273,
1422965486960,9472776043471,9472775305000,5.5434813,4.5900574,5.8567495,
1422965486973,9472788838471,9472788376000,5.7750273,4.671779,6.0882955,
1422965486989,9472804920138,9472801748000,5.7341666,4.5491962,5.965712,
1422965487003,9472819463471,9472814978000,5.9248514,4.0861044,5.8567495,
1422965487013,9472829271804,9472828110000,6.006573,4.0861044,5.8567495,
1422965487026,9472842100138,9472841336000,5.8158884,4.167826,5.5843425,
1422965487039,9472855040138,9472854441000,5.706926,4.2086873,5.6660647,
1422965487053,9472869358471,9472867760000,5.5434813,4.2086873,5.8976107,
1422965487070,9472885666804,9472881083000,5.7750273,4.3585114,6.1291566,
1422965487079,9472894723471,9472894143000,5.8976107,4.399372,6.0474343,
1422965487093,9472908813471,9472907275000,5.9248514,4.167826,6.619489,
1422965487107,9472922746805,9472920405000,6.1291566,3.9362805,6.347082,
1422965487122,9472938051804,9472933675000,6.0474343,3.9362805,6.197258,
1422965487137,9472952570138,9472946860000,6.006573,4.0588636,6.3198414,
1422965487145,9472960763471,9472959968000,5.965712,4.2904096,6.0882955,
1422965487158,9472973801804,9472973123000,6.197258,4.2904096,6.238119,
1422965487171,9472986891804,9472986256000,6.1291566,4.2904096,6.006573,
1422965487187,9473003253471,9472999616000,6.1291566,4.1269655,6.347082,
1422965487203,9473019141804,9473012886000,6.347082,3.8681788,6.3879433,
1422965487213,9473028680137,9473025976000,6.3198414,4.0180025,6.238119,
1422965487224,9473039893471,9473039045000,6.0882955,4.0588636,6.0474343,
1422965487237,9473053023471,9473052411000,5.965712,4.0861044,6.3879433,
1422965487252,9473068480137,9473065733000,5.8158884,4.0588636,5.8976107,
1422965487268,9473084341804,9473078901000,5.7341666,4.0180025,5.6252036,
1422965487279,9473094663471,9473092501000,5.5434813,4.0861044,5.7341666,
1422965487291,9473106843471,9473106165000,5.7341666,3.9362805,5.8158884,
1422965487304,9473119905137,9473119310000,5.5843425,3.8954194,5.6660647,
1422965487318,9473134378471,9473132650000,5.6252036,3.8681788,5.8976107,
1422965487335,9473150625138,9473145863000,5.3119354,3.8273177,6.0474343,
1422965487345,9473160703471,9473159000000,5.284695,3.7455957,5.8976107,
1422965487357,9473172756805,9473172101000,5.243834,3.7047346,5.7341666,
1422965487370,9473185776804,9473185176000,4.971427,3.8681788,6.0474343,
