currentTimeMillis,nanoTime,timestamp,x,y,z
1424633978230,258480300635688,258480289829000,-3.13268,2.9419951,8.730643,
1424633978232,258480303534021,258480303015000,-2.9419951,2.901134,8.458236,
1424633978246,258480316957354,258480316125000,-2.9419951,2.7921712,8.158588,
1424633978260,258480331520688,258480329439000,-3.214402,2.7513103,8.185829,
1424633978276,258480347170687,258480342940000,-3.091819,2.7513103,8.158588,
1424633978291,258480362220688,258480356127000,-2.9419951,2.7921712,8.349273,
1424633978301,258480372199021,258480369209000,-2.8330324,2.8330324,8.539958,
1424633978312,258480383004021,258480382355000,-2.8330324,2.8602731,8.3765135,
1424633978325,258480396267354,258480395622000,-2.901134,2.669588,8.539958,
1424633978341,258480411749021,258480408964000,-2.8330324,2.7921712,8.308413,
1424633978357,258480428572354,258480422154000,-2.901134,2.8330324,8.22669,
1424633978365,258480436467354,258480435250000,-3.0237172,2.7104492,8.158588,
1424633978378,258480448937354,258480448304000,-3.2825038,2.7921712,7.9679036,
1424633978391,258480462130688,258480461530000,-3.091819,2.7513103,8.117727,
1424633978407,258480477889020,258480474854000,-2.8330324,2.7921712,8.158588,
1424633978424,258480494747354,258480488062000,-2.7513103,2.6423476,8.458236,
1424633978431,258480501874021,258480501187000,-2.7513103,2.7513103,8.267551,
1424633978444,258480514857354,258480514234000,-2.8330324,2.7104492,8.730643,
1424633978460,258480530662354,258480527585000,-2.9419951,2.8330324,8.417375,
1424633978475,258480546185687,258480541214000,-3.0237172,2.7921712,8.648921,
1424633978490,258480561312354,258480554425000,-3.0645783,2.8330324,8.349273,
1424633978497,258480568140687,258480567485000,-2.9419951,2.669588,8.417375,
1424633978510,258480581460688,258480580572000,-3.091819,2.7104492,8.3765135,
1424633978525,258480595789021,258480593954000,-3.0237172,2.7513103,8.580819,
1424633978540,258480611227354,258480607195000,-2.982856,2.8330324,8.499097,
1424633978556,258480627339020,258480620370000,-2.9419951,2.8330324,8.539958,
1424633978563,258480634094021,258480633425000,-2.8330324,2.7513103,8.499097,
1424633978576,258480647092354,258480646500000,-2.8602731,2.669588,8.499097,
1424633978590,258480660899021,258480659817000,-2.8602731,2.6423476,8.349273,
1424633978606,258480676794021,258480673119000,-2.982856,2.6423476,8.349273,
1424633978622,258480693190688,258480686264000,-3.13268,2.7513103,8.22669,
1424633978629,258480700449021,258480699367000,-2.901134,2.7104492,8.308413,
1424633978642,258480713085688,258480712454000,-2.8330324,2.669588,8.539958,
1424633978656,258480727035687,258480725734000,-2.9419951,2.7104492,8.417375,
1424633978673,258480743944021,258480739045000,-2.9419951,2.8330324,8.3765135,
1424633978688,258480758987354,258480752384000,-2.982856,2.7104492,8.798744,
1424633978695,258480766154021,258480765479000,-2.982856,2.8330324,8.458236,
1424633978708,258480779159020,258480778520000,-3.0237172,2.7513103,8.417375,
1424633978722,258480792884021,258480792244000,-3.091819,2.6423476,8.458236,
1424633978737,258480808392354,258480805554000,-3.091819,2.669588,8.3765135,
1424633978754,258480825435687,258480818724000,-2.901134,2.6014864,8.539958,
1424633978761,258480832582354,258480831895000,-2.9419951,2.7513103,8.499097,
1424633978775,258480845775687,258480844952000,-2.8330324,2.669588,8.349273,
1424633978788,258480858802354,258480858184000,-3.5140498,2.8602731,6.810174,
1424633978804,258480874704021,258480871532000,-3.0645783,2.4108016,8.880466,
1424633978820,258480891229021,258480884699000,-2.7921712,2.4789033,8.499097,
